"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","CCA_LANDED_WEIGHT_MTONS","CCA_LANDED_WEIGHT_PPP","CCA_EXVESSEL_REVENUE","CCA_CONFIDENTIAL_FLAG","ERA_LANDED_WEIGHT_MTONS","ERA_LANDED_WEIGHT_PPP","ERA_EXVESSEL_REVENUE","ERA_CONFIDENTIAL_FLAG","BGA_LANDED_WEIGHT_MTONS","BGA_LANDED_WEIGHT_PPP","BGA_EXVESSEL_REVENUE","BGA_CONFIDENTIAL_FLAG","BDA_LANDED_WEIGHT_MTONS","BDA_LANDED_WEIGHT_PPP","BDA_EXVESSEL_REVENUE","BDA_CONFIDENTIAL_FLAG","SFA_LANDED_WEIGHT_MTONS","SFA_LANDED_WEIGHT_PPP","SFA_EXVESSEL_REVENUE","SFA_CONFIDENTIAL_FLAG","MNA_LANDED_WEIGHT_MTONS","MNA_LANDED_WEIGHT_PPP","MNA_EXVESSEL_REVENUE","MNA_CONFIDENTIAL_FLAG","MRA_LANDED_WEIGHT_MTONS","MRA_LANDED_WEIGHT_PPP","MRA_EXVESSEL_REVENUE","MRA_CONFIDENTIAL_FLAG","SBA_LANDED_WEIGHT_MTONS","SBA_LANDED_WEIGHT_PPP","SBA_EXVESSEL_REVENUE","SBA_CONFIDENTIAL_FLAG","LAA_LANDED_WEIGHT_MTONS","LAA_LANDED_WEIGHT_PPP","LAA_EXVESSEL_REVENUE","LAA_CONFIDENTIAL_FLAG","SDA_LANDED_WEIGHT_MTONS","SDA_LANDED_WEIGHT_PPP","SDA_EXVESSEL_REVENUE","SDA_CONFIDENTIAL_FLAG","CA2_LANDED_WEIGHT_MTONS","CA2_LANDED_WEIGHT_PPP","CA2_EXVESSEL_REVENUE","CA2_CONFIDENTIAL_FLAG","TOTAL_LANDED_WEIGHT_MTONS","TOTAL_LANDED_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"1993","C","OTHR","....","PACIFIC TOMCOD","TCOD",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","OTHR","....","UNSP. HAGFISH","UHAG",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","OTHR","....","UNSP. SHARK","USRK",,,,"*",,,,"",,,,"",,,,"",.9,.59,1201,"",1.3,.66,1913,"",,,,"*",1.1,.78,1889,"",.9,.33,668,"",,,,"*",,,,"",4.2,,5671,"*"
"1993","C","OTHR","....","WHITE CROAKER","WCRK",,,,"",,,,"",,,,"",2.3,.41,2091,"",35,.49,37612,"",55.8,.34,42114,"",10.3,.28,6295,"",16.3,.54,19268,"",144.2,.67,214019,"",60.1,.67,88621,"",,,,"*",324,,410020,"*"
"1993","C","OTHR","....","WOLF EEL","WEEL",.2,.23,102,"",,,,"*",,,,"",,,,"",.3,.56,346,"",.1,.26,55,"",.1,.7,145,"",,,,"*",,,,"*",,,,"",,,,"",.7,,648,"*"
"1993","C","OTHR","....","YELLOWTAIL","YLTL",,,,"",,,,"",,,,"",1.8,1.23,5012,"",3.1,.52,3555,"",,,,"",,,,"",.8,1.26,2180,"",16.5,1.23,44889,"",4.5,1.17,11721,"",,,,"",26.7,,67357,""
"1993","C","OTHR","BASS","GIANT SEA BASS","GBAS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.9,1.51,2888,"",.6,1.44,2031,"",.6,1.87,2570,"",,,,"",2.1,,7489,"*"
"1993","C","OTHR","BASS","OTHER BASS","OBAS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"1993","C","OTHR","BASS","WHITE SEABASS","WBAS",,,,"",,,,"",,,,"",,,,"",.1,2.18,401,"",1.6,2.02,7054,"",1.4,2.47,7442,"",25.7,1.98,112181,"",13.7,2.11,63672,"",2.9,2.27,14728,"",,,,"",45.4,,205478,""
"1993","C","OTHR","ECHN","OTHER SEA URCHINS","OURC",,,,"",,,,"",25.3,.71,39407,"",1.8,1.26,4969,"",,,,"",,,,"*",,,,"*",40.2,.79,70118,"",6.1,.69,9307,"",1.4,.88,2698,"",,,,"*",74.8,,126499,"*"
"1993","C","OTHR","ECHN","RED SEA URCHIN","RURC",53.4,.55,64336,"",69.2,.51,77081,"",2406.6,.89,4722307,"",637.1,.77,1075407,"",167.3,.96,352594,"",,,,"*",.6,1.19,1521,"",6891.8,1.08,16397404,"",1296.5,.76,2160985,"",652.3,1.08,1548225,"",,,,"*",12174.8,,26399860,"*"
"1993","C","OTHR","ECHN","UNSP. ECHINODERM","UECH",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1993","C","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"*",86.9,.29,55785,"",190.3,.64,267016,"",6.6,.45,6561,"",,,,"",283.8,,329362,"*"
"1993","C","OTHR","MLSK","OTHER MOLLUSKS","OMSK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",2.1,.33,1530,"",,,,"*",,,,"",,,,"",2.1,,1530,"*"
"1993","C","OTHR","MLSK","UNSP. MOLLUSKS","UMSK",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",7.5,.28,4613,"",9.7,.34,7296,"",58.7,.3,38871,"",,,,"",75.9,,50780,"*"
"1993","C","OTHR","TUNA","BLACK SKIPJACK","BSJK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1993","C","OTHR","TUNA","OTHER TUNA","OTNA",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","SAMN","....","CHINOOK SALMON","CHNK",1.4,2.15,6594,"",5.7,2.07,26104,"",99.1,2.08,453685,"",200.2,2.17,958561,"",397.5,2.27,1985887,"",308,2.29,1553494,"",133.2,2.36,692017,"",7.4,2.58,41973,"",,,,"*",,,,"*",,,,"",1152.5,,5718315,"*"
"1993","C","SAMN","....","UNSP. SALMON","USMN",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","SHLL","ABLN","BLACK ABALONE","BABL",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",.8,5.14,9605,"",,,,"*",,,,"",,,,"",.8,,9605,"*"
"1993","C","SHLL","ABLN","GREEN ABALONE","GABL",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.5,6.07,6938,"",4.1,3.81,34843,"",,,,"*",,,,"",4.6,,41781,"*"
"1993","C","SHLL","ABLN","PINK ABALONE","PABL",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",3.9,7.93,67457,"",4.2,3.6,33337,"",,,,"*",,,,"",8.1,,100794,"*"
"1993","C","SHLL","ABLN","RED ABALONE","RABL",,,,"",,,,"",,,,"*",,,,"",36.2,6.66,530996,"",,,,"",,,,"*",157.6,6.93,2409404,"",.2,6.11,2767,"",,,,"*",,,,"",194,,2943167,"*"
"1993","C","SHLL","CLAM","CALIFORNIA JACKKNIFE CLAM","JCLM",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1993","C","SHLL","CLAM","ROSY RAZOR CLAM","RZCL",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","SHLL","CLAM","UNSP. CLAM","UCLM",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"",,,,"*",0,,0,"*"
"1993","C","SHLL","SCAL","UNSP. SCALLOP","USCL",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1993","C","SRMP","....","UNSP. BAIT SHRIMP","BSRM",,,,"*",,,,"",,,,"",21.3,2.63,123169,"",602.6,.24,321166,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",67.4,.1,14902,"",691.3,,459237,"*"
"1993","C","SRMP","....","GHOST SHRIMP","GSRM",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",0,,0,"*"
"1993","C","SRMP","....","PACIFIC PINK SHRIMP","PSHP",2839.6,.35,2163655,"",368.6,.4,323489,"",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",3208.2,,2487144,"*"
"1993","C","SRMP","....","RIDGEBACK PRAWN","RPRW",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",32.9,1.94,140819,"",3.1,2.77,19168,"",.5,6.99,7235,"",,,,"",36.5,,167222,"*"
"1993","C","SRMP","....","SPOTTED PRAWN","SPRW",,,,"*",,,,"",,,,"",,,,"",,,,"*",13.7,4.97,149931,"",16.9,5.02,186587,"",54.6,6.4,769555,"",54.1,6.74,803050,"",18.1,6.76,269217,"",,,,"",157.4,,2178340,"*"
"1993","C","SRMP","....","UNSP. OCEAN SHRIMP","USRM",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1993","C","XXXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**","",203.8,,135649,"",1042.2,,290835,"",46.5,,42566,"",245.9,,139584,"",248,,117800,"",13,,10883,"",12.8,,14620,"",53.5,,281421,"",99.9,,71560,"",13.1,,35598,"",32.6,,64068,"",2011.3,,1204584,""
"1994","C","CPEL","....","PACIFIC HERRING","PHRG",,,,"*",57,.49,61435,"",,,,"",,,,"*",2667.7,.47,2793388,"",,,,"*",,,,"",,,,"*",,,,"",,,,"*",,,,"",2724.7,,2854823,"*"
"1994","C","CPEL","....","ROUND HERRING","RHRG",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",78.3,.04,6850,"",,,,"",,,,"",78.3,,6850,""
"1994","C","CPEL","WETF","CHUB MACKEREL","CMCK",,,,"*",,,,"*",,,,"*",,,,"*",1.6,.42,1456,"",38.3,.21,17621,"",.2,.24,91,"",98.2,.08,17134,"",9844.1,.06,1364868,"",20.6,.3,13602,"",,,,"*",10003,,1414772,"*"
"1994","C","CPEL","WETF","JACK MACKEREL","JMCK",,,,"*",,,,"*",,,,"",,,,"*",.4,.55,457,"",191.2,.23,95461,"",,,,"*",47.5,.03,3220,"",2459.8,.05,271802,"",4.9,.24,2561,"",,,,"",2703.8,,373501,"*"
"1994","C","CPEL","WETF","MARKET SQUID","MSQD",,,,"",37.6,.13,10474,"",,,,"",,,,"",2235.5,.13,640245,"",13648,.15,4495326,"",1343.6,.2,584459,"",26853.6,.1,6215140,"",11231,.1,2388437,"",.8,.13,216,"",,,,"*",55350.1,,14334297,"*"
"1994","C","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"*",,,,"*",,,,"",,,,"",279.6,.13,83099,"",985.8,.11,247410,"",,,,"*",346.1,.19,142044,"",136.6,.05,16495,"",,,,"*",,,,"*",1748.1,,489048,"*"
"1994","C","CPEL","WETF","PACIFIC BONITO","PBNT",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.1,.41,63,"",18.8,.19,7692,"",243.7,.23,123830,"",155.2,.17,58497,"",,,,"",417.8,,190082,"*"
"1994","C","CPEL","WETF","PACIFIC SARDINE","PSDN",,,,"*",,,,"*",,,,"",,,,"",.8,.33,574,"",2289.4,.11,547687,"",,,,"*",314.9,.03,23064,"",9031.6,.05,941607,"",,,,"*",,,,"",11636.7,,1512932,"*"
"1994","C","CPEL","WETF","UNSP. MACKEREL","UMCK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1994","C","CRAB","....","DUNGENESS CRAB","DCRB",3197.5,1.32,9329037,"",1606.5,1.33,4714703,"",188.7,1.4,584315,"",419.7,1.49,1377864,"",548.2,1.55,1879034,"",54.2,1.73,207002,"",100.9,2.05,454953,"",1.2,2.26,6146,"",,,,"*",,,,"",2.7,1.4,8347,"",6119.6,,18561401,"*"
"1994","C","CRAB","....","OTHER CRAB","OCRB",,,,"*",,,,"*",,,,"*",,,,"",,,,"*",,,,"*",1.8,.84,3348,"",18.9,.6,25081,"",9,.92,18266,"",1.9,.75,3120,"",,,,"",31.6,,49815,"*"
"1994","C","CRAB","....","ROCK CRAB","RCRB",1,1.53,3519,"",,,,"*",,,,"*",.2,3.98,1837,"",25.8,1.08,61443,"",6.1,1.25,16917,"",142.2,1.03,322563,"",214.8,1.04,490480,"",30.4,1.12,75059,"",28.2,1.05,65092,"",,,,"",448.7,,1036910,"*"
"1994","C","CRAB","....","UNSP. CRAB","UCRB",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",.8,.9,1527,"",.5,.77,927,"",.7,1.19,1723,"",,,,"*",,,,"",2,,4177,"*"
"1994","C","CRAB","KCRB","UNSP. KING CRAB","UKCR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.1,1.81,479,"",,,,"",,,,"*",,,,"",.1,,479,"*"
"1994","C","CRAB","TCRB","BAIRDI TANNER CRAB","BTCR",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1994","C","GRND","FLAT","NOM. ARROWTOOTH FLOUNDER","ART1",22,.12,5754,"",48.3,.12,12637,"",,,,"*",,,,"*",.8,.45,812,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",71.1,,19203,"*"
"1994","C","GRND","FLAT","BUTTER SOLE","BSOL",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1994","C","GRND","FLAT","CURLFIN SOLE","CSOL",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1994","C","GRND","FLAT","NOM. DOVER SOLE","DVR1",258.3,.3,170173,"",1154,.31,783158,"",723.8,.3,485191,"",446,.29,282505,"",316.6,.25,172915,"",458.7,.27,276352,"",1092.7,.3,712762,"",27.6,.3,18258,"",.1,.58,163,"",,,,"",,,,"*",4477.8,,2901477,"*"
"1994","C","GRND","FLAT","NOM. ENGLISH SOLE","EGL1",29.7,.4,26179,"",61.5,.36,48933,"",97.4,.36,78319,"",49.4,.35,37876,"",152.8,.38,129106,"",60.5,.37,49739,"",10.8,.38,8982,"",.2,.48,233,"",,,,"",,,,"",,,,"",462.3,,379367,""
"1994","C","GRND","FLAT","FANTAIL SOLE","FNTS",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1994","C","GRND","FLAT","OTHER FLATFISH","OFLT",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1994","C","GRND","FLAT","NOM. PACIFIC SANDDAB","PDB1",,,,"*",,,,"*",,,,"",,,,"*",,,,"*",,,,"",41.1,.23,20709,"",,,,"",,,,"",,,,"*",,,,"",41.1,,20709,"*"
"1994","C","GRND","FLAT","NOM. PETRALE SOLE","PTR1",44.7,.81,80187,"",191.9,.76,320725,"",54.8,.78,94547,"",24,.87,45755,"",123.8,.88,239335,"",52.8,1.04,121546,"",55.3,1.11,134863,"",2,1.01,4378,"",.1,2.17,589,"",,,,"",,,,"",549.4,,1041925,""
"1994","C","GRND","FLAT","PETRALE SOLE","PTRL",,,,"",,,,"",,,,"",,,,"",,,,"",0,.51,5,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,5,""
"1994","C","GRND","FLAT","NOM. REX SOLE","REX1",23,.37,18763,"",113.1,.39,97144,"",102.7,.37,83275,"",24.1,.36,19257,"",52.9,.32,37853,"",56,.38,47308,"",198.1,.39,171530,"",,,,"*",,,,"*",,,,"*",,,,"*",569.9,,475130,"*"
"1994","C","GRND","FLAT","NOM. ROCK SOLE","RSL1",,,,"*",,,,"*",.6,.38,513,"",.5,.36,381,"",2.5,.44,2397,"",.2,.63,238,"",,,,"*",,,,"",,,,"",,,,"",,,,"",3.8,,3529,"*"
"1994","C","GRND","FLAT","NOM. STARRY FLOUNDER","SFL1",1.6,.45,1607,"",.8,.36,639,"",,,,"",,,,"*",10.8,.45,10613,"",.6,.55,779,"",.6,1.33,1736,"",,,,"*",,,,"*",,,,"",,,,"",14.4,,15374,"*"
"1994","C","GRND","FLAT","NOM. SAND SOLE","SSO1",26.8,.78,46321,"",,,,"*",,,,"*",,,,"*",26.7,.76,44565,"",1.3,.85,2398,"",.1,.74,119,"",,,,"*",,,,"*",,,,"",,,,"",54.9,,93403,"*"
"1994","C","GRND","FLAT","UNSP. SANDDABS","UDAB",80.1,.38,66282,"",119,.32,83606,"",17,.32,12005,"",7,.32,4940,"",370.7,.37,300437,"",41,.4,35963,"",,,,"*",,,,"*",3.2,2.34,16373,"",2.4,1.24,6681,"",,,,"*",640.4,,526287,"*"
"1994","C","GRND","FLAT","UNSP. FLATFISH","UFLT",,,,"",,,,"*",,,,"*",,,,"",.6,.56,768,"",1,.44,1028,"",1.3,1.02,2921,"",1.6,.72,2517,"",13.7,.5,15175,"",.1,1.15,292,"",,,,"",18.3,,22701,"*"
"1994","C","GRND","FLAT","UNSP. TURBOTS","UTRB",,,,"*",,,,"*",,,,"*",.2,.26,86,"",3,.27,1783,"",0,.28,13,"",.2,.28,96,"",,,,"*",,,,"*",,,,"",,,,"",3.4,,1978,"*"
"1994","C","GRND","MGRN","CALIFORNIA SKATE","CSKT",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1994","C","GRND","MGRN","SPINY DOGFISH","DSRK",,,,"*",,,,"",,,,"",,,,"",.2,.49,170,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",.2,,170,"*"
"1994","C","GRND","MGRN","UNSP. GRENADIERS","GRDR",48.5,.14,14702,"",211,.14,64251,"",229.3,.13,66887,"",11.2,.19,4596,"",,,,"*",26.5,.12,6751,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",526.5,,157187,"*"
"1994","C","GRND","MGRN","LEOPARD SHARK","LSRK",,,,"",.7,1.01,1597,"",,,,"",,,,"*",3.9,.48,4167,"",1.7,.72,2711,"",.5,.7,708,"",.8,.66,1106,"",1.1,1.22,3056,"",.4,1.03,823,"",,,,"",9.1,,14168,"*"
"1994","C","GRND","MGRN","SPOTTED RATFISH","RATF",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1994","C","GRND","MGRN","SOUPFIN SHARK","SSRK",.1,1.13,189,"",.3,1,687,"",.6,.99,1342,"",,,,"*",2.1,.82,3777,"",4.4,.81,7760,"",2.5,.63,3515,"",10.6,.68,15943,"",8.2,1.12,20130,"",7.2,1.13,17952,"",,,,"*",36,,71295,"*"
"1994","C","GRND","MGRN","UNSP. SKATE","USKT",7.8,.31,5244,"",1.4,.14,438,"",.6,.14,196,"",.3,.31,199,"",14.3,.35,10896,"",9.6,.34,7183,"",3.1,.26,1793,"",.4,.64,623,"",4.7,.28,2917,"",.4,.3,271,"",,,,"*",42.6,,29760,"*"
"1994","C","GRND","ROCK","AURORA ROCKFISH","ARRA",.5,.26,304,"",13.8,.26,7913,"",,,,"",,,,"*",7.5,.28,4591,"",2.6,.35,1959,"",54.8,.25,30112,"",,,,"",,,,"",,,,"",,,,"",79.2,,44879,"*"
"1994","C","GRND","ROCK","BANK ROCKFISH","BANK",.1,.37,84,"",28.7,.36,22634,"",60,.36,47227,"",92.1,.36,73546,"",84.9,.38,72002,"",38.8,.4,34268,"",17.7,.44,16985,"",15.3,.62,21080,"",.6,.7,919,"",1.9,1.03,4383,"",,,,"",340.1,,293128,""
"1994","C","GRND","ROCK","BOCACCIO","BCAC",.6,.36,501,"",39.8,.41,36273,"",50.1,.36,39321,"",76.2,.37,62825,"",92.4,.41,83228,"",185.4,.44,178750,"",314.5,.38,266107,"",13.9,.62,19168,"",13.8,.9,27315,"",14.5,.99,31739,"",,,,"",801.2,,745227,""
"1994","C","GRND","ROCK","NOM. BOCACCIO","BCC1",1.3,.34,992,"",,,,"*",,,,"*",5.2,.47,5321,"",1.3,.5,1385,"",10.9,.44,10590,"",9.8,.37,8040,"",95.1,.37,77066,"",58.6,.61,79061,"",6,.76,9989,"",,,,"*",188.2,,192444,"*"
"1994","C","GRND","ROCK","NOM. BLACKGILL ROCKFISH","BGL1",,,,"",,,,"",,,,"",4.9,.48,5103,"",2.2,.89,4318,"",1.1,.5,1250,"",5.3,.49,5743,"",62,.76,103523,"",,,,"",,,,"*",,,,"",75.5,,119937,"*"
"1994","C","GRND","ROCK","BLACK ROCKFISH","BLCK",81.4,.47,85063,"",27.6,.49,29567,"",4.5,.45,4495,"",7,.3,4648,"",6.7,.59,8761,"",.5,.63,760,"",2,.64,2780,"",,,,"",,,,"",,,,"",,,,"",129.7,,136074,""
"1994","C","GRND","ROCK","BLACKGILL ROCKFISH","BLGL",.1,.5,78,"",1.4,.46,1377,"",6.2,.31,4267,"",.2,.5,257,"",3.6,.38,2998,"",25.7,.37,20840,"",97.1,.46,97976,"",8.1,.62,11204,"",92.3,.69,139913,"",64,.84,118290,"",,,,"",298.7,,397200,""
"1994","C","GRND","ROCK","NOM. BLACK ROCKFISH","BLK1",1.1,.48,1139,"",1.2,.49,1333,"",,,,"*",.6,.61,788,"",2.2,1.16,5610,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",5.1,,8870,"*"
"1994","C","GRND","ROCK","NOM. BLUE ROCKFISH","BLU1",.5,.45,529,"",,,,"",,,,"*",.2,.87,442,"",2.1,.76,3486,"",9.3,.62,12771,"",.6,.47,616,"",,,,"*",,,,"*",,,,"",,,,"*",12.7,,17844,"*"
"1994","C","GRND","ROCK","BLUE ROCKFISH","BLUR",19.2,.45,19003,"",7.4,.48,7860,"",6.9,.46,7080,"",2,.66,2851,"",6.5,.54,7782,"",3.8,.45,3822,"",7.8,.73,12411,"",6.4,.62,8873,"",,,,"",,,,"",,,,"",60,,69682,""
"1994","C","GRND","ROCK","NOM. BANK ROCKFISH","BNK1",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1994","C","GRND","ROCK","BRONZESPOTTED ROCKFISH","BRNZ",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.1,.63,205,"",,,,"",.2,1.13,506,"",,,,"",.3,,711,""
"1994","C","GRND","ROCK","NOM. BROWN ROCKFISH","BRW1",,,,"*",,,,"*",,,,"",,,,"*",1.9,1.7,7038,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"*",1.9,,7038,"*"
"1994","C","GRND","ROCK","BROWN ROCKFISH","BRWN",,,,"",,,,"",,,,"",1.3,.51,1501,"",15.4,1.09,37022,"",.9,1.37,2599,"",.6,.76,1042,"",0,.63,12,"",,,,"",.1,1.07,289,"",,,,"",18.3,,42465,""
"1994","C","GRND","ROCK","NOM. BRONZESPOTTED ROCKFISH","BRZ1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1994","C","GRND","ROCK","BLACK AND YELLOW ROCKFISH","BYEL",,,,"",,,,"",,,,"",,,,"",.8,.97,1702,"",1.7,1.36,5054,"",3.7,1.91,15560,"",.2,.63,216,"",,,,"",,,,"",,,,"",6.4,,22532,""
"1994","C","GRND","ROCK","NOM. BLACK-AND-YELLOW ROCKFISH","BYL1",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1994","C","GRND","ROCK","NOM. CHINA ROCKFISH","CHN1",.2,1,484,"",.7,1.35,2197,"",.7,2.34,3508,"",7,2.22,34174,"",4,2.88,25312,"",.2,2.79,1208,"",1,2.04,4698,"",,,,"*",,,,"*",,,,"",,,,"",13.8,,71581,"*"
"1994","C","GRND","ROCK","CHINA ROCKFISH","CHNA",.6,.88,1242,"",,,,"",.9,1.38,2652,"",4,1.12,9833,"",8.8,.81,15756,"",2.7,1.39,8392,"",.6,1.54,2028,"",,,,"",,,,"",,,,"",,,,"",17.6,,39903,""
"1994","C","GRND","ROCK","CALICO ROCKFISH","CLCO",,,,"",,,,"",,,,"",,,,"",0,.69,41,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,41,""
"1994","C","GRND","ROCK","NOM. CHILIPEPPER","CLP1",,,,"*",,,,"*",1,.36,800,"",108.9,.46,109541,"",70.3,.46,70512,"",64.9,.48,69108,"",8.8,.52,10035,"",2.4,.38,1994,"",1.4,.83,2625,"",2.2,.79,3758,"",,,,"*",259.9,,268373,"*"
"1994","C","GRND","ROCK","CHILIPEPPER ROCKFISH","CLPR",4.1,.31,2823,"",90.9,.35,69879,"",394.1,.35,304231,"",113.7,.4,100893,"",331.5,.41,300847,"",370,.44,359147,"",275.7,.46,277469,"",11,.62,15149,"",0,.7,28,"",.1,1.14,341,"",,,,"",1591.1,,1430807,""
"1994","C","GRND","ROCK","CHAMELEON ROCKFISH","CMEL",,,,"",,,,"",,,,"",,,,"",.1,.49,71,"",.1,.44,96,"",,,,"",,,,"",.3,.7,420,"",.2,.93,440,"",,,,"",.7,,1027,""
"1994","C","GRND","ROCK","NOM. CANARY ROCKFISH","CNR1",2.6,.42,2388,"",15.6,.47,16178,"",,,,"*",.3,1.13,683,"",3.3,.73,5334,"",.4,.74,730,"",.6,1.13,1380,"",,,,"",,,,"",,,,"",,,,"*",22.8,,26693,"*"
"1994","C","GRND","ROCK","CANARY ROCKFISH","CNRY",36.3,.66,52801,"",50.8,.45,50545,"",21.2,.67,31261,"",14.5,.6,19321,"",38.7,.7,59775,"",3.6,.87,7001,"",7.7,1.36,23036,"",.2,.62,275,"",,,,"",,,,"",,,,"",173,,244015,""
"1994","C","GRND","ROCK","NOM. COPPER ROCKFISH","COP1",,,,"*",.8,.8,1426,"",,,,"*",2.2,2.51,12386,"",1.4,2.65,8413,"",.4,1.96,1635,"",2,2.34,10099,"",6.4,1.59,22570,"",,,,"*",,,,"",,,,"*",13.2,,56529,"*"
"1994","C","GRND","ROCK","COPPER ROCKFISH","COPP",2.1,.83,3822,"",,,,"",9.7,.92,19661,"",3.2,1.51,10594,"",3.7,.84,6888,"",1.6,1.03,3554,"",2.8,1.23,7515,"",.2,.62,275,"",,,,"",.1,1.07,336,"",,,,"",23.4,,52645,""
"1994","C","GRND","ROCK","NOM. COWCOD ROCKFISH","CWC1",,,,"",,,,"",,,,"",,,,"",,,,"*",1.8,.51,1989,"",1.1,1.25,2967,"",4.5,1.14,11289,"",6.4,1.37,19246,"",1.4,1.33,3969,"",,,,"",15.2,,39460,"*"
